item_id;vectors
1222;0.08043048|-0.02476625|0.009800794|0.035288494|0.114955194|-0.039071355|0.108958006|-0.122187704|0.11214144|-0.006041863|0.028191825|-0.157912|-0.031591333|0.029362706|0.025764758|-0.05195254|0.019651486|-0.13364626|-0.18247548|0.12664004|-0.008015472|0.15179557|-0.11962218|0.013493714|-0.10352493|-0.07359185|0.110774755|0.061492734|0.14579785|-0.026735023|-0.03099445|0.03731053|0.021909993|0.033184946|-0.025582757|-0.03141293|-0.0068977736|-0.108807236|-0.019282429|0.0054209|-0.044262003|-0.10010686|-0.0309366|0.14920343|0.054746103|-0.03004167|-0.033848718|-0.1321548|0.0636611|0.02009442|-0.044790152|0.09784412|0.08850684|0.026888855|0.15784016|0.0068497374|0.02060208|-0.08364952|-0.051688056|0.16312224|-0.079798184|0.06715983|0.0050693154|0.03942041|-0.12435194|0.036019873|0.030874217|0.036454625|-0.02205081|0.040203147|-0.03040739|0.031145718|-0.17918918|-0.025779352|0.037764557|-0.08193587|0.09149415|-0.058317915|-0.02942199|0.10849586|0.07671009|-0.123181865|-0.04439493|0.060031477|-0.031005543|-0.02038003|-0.15889676|0.110190384|0.06290335|-0.0677681|0.06123798|-0.067076705|-0.08234489|0.13404854|-0.07097058|0.019251795|-0.06859672|0.073139146|-0.032192867|0.07492386
1223;0.025522849|-0.062007975|-0.04995819|-0.029540574|0.0067943726|-0.17545567|0.04087152|0.029362002|-0.062223047|-0.010409047|0.025958134|-0.05487927|0.013334956|0.009482427|0.12940712|-0.06826384|0.028961536|-0.03205077|0.012702942|0.0044089975|0.13608243|-0.042319275|-0.04818948|0.0172732|0.03709794|0.025426548|0.042281576|-0.01587297|-0.017530797|0.08146583|-0.056212965|-0.058489177|-0.08246473|-0.06588418|-0.03810217|-0.014042212|0.029616823|0.014476192|0.07044812|-0.09805413|0.08583147|-0.027402883|-0.0325683|-0.1580394|-0.040776864|-0.041049436|0.101751514|-0.03094519|0.092635505|-0.076864734|0.006248239|-0.024343982|0.0094767045|0.014202157|-0.102095574|0.030387893|0.043411333|0.008459534|0.037957907|-0.01971997|-0.046019264|-0.050928257|-0.047337625|0.15560852|-0.007789526|0.049329698|0.021417782|0.03422109|-0.071417965|0.084229216|0.07015205|-0.023762302|-0.09326911|0.013408588|-0.045911137|-0.05699731|0.02267582|0.019914553|-0.030886035|-0.011134621|-0.058829457|0.05887702|0.058679495|0.089841016|-0.112481155|0.0130080795|0.035165627|-0.11612438|0.000988971|0.052786443|-0.041261807|0.06832835|-0.041564014|0.08838466|-0.017061748|-0.022571877|-0.020828117|-0.06408367|-0.0039022288|-0.027569082
1224;-0.1198263|-0.05135951|0.018559385|0.053697772|0.14285429|-0.071413845|0.06462313|-0.06916762|-0.04574186|0.06424786|0.0080126785|0.03422694|-0.013688051|0.037629653|0.08563015|-0.033048004|-0.005297249|-0.06084561|-0.0423333|0.071124904|-0.04007992|0.0764089|-0.058536053|-0.014985263|-0.111311324|0.060235895|-0.025350282|-0.016179042|-0.07809585|0.021328744|-0.16547754|0.02263156|0.017354168|-0.0837219|-0.062636174|-0.08496712|-0.13322087|0.10468519|-0.05653939|0.10840188|0.07204362|-0.030557258|-0.029596027|0.013334553|-0.012865267|0.041430783|-0.016135762|0.01663845|0.031611763|-0.032740068|0.059741013|-0.038512632|0.05381637|-0.07995275|-0.020179119|0.00040196744|0.10558211|-0.04629409|-0.01825526|0.05377969|0.043345165|-0.08116923|-0.031737216|-0.04265063|-0.034936577|-0.11612941|-0.06378518|-0.019752104|0.037499|0.1386539|0.0018291747|-0.10878502|-0.094997875|0.010536145|-0.002595888|-0.12690552|-0.0018988652|0.0023441722|-0.036002316|-0.026182864|0.018409843|-0.08959813|-0.04765816|0.05244296|-0.015665606|-0.032519806|0.021208944|0.037931096|0.02157419|-0.14820729|0.062402543|0.053346697|-0.009988357|0.013850551|-0.045408852|-0.008816111|-0.043713845|0.15316617|-0.11503748|-0.06742553
1225;-0.03475691|-0.049383283|0.040987913|0.1084524|-0.09572826|-0.09726756|0.107771635|0.006689134|0.15149744|-0.14291695|-0.10456386|0.009832063|-0.05540435|-0.06338598|-0.06464381|0.014327066|-0.11239386|0.049448337|0.056406427|0.007696623|0.038890406|-0.015951093|0.14378285|0.1138066|-0.038797338|0.03835662|0.053753823|0.0077368533|-0.04444764|0.09429526|-0.1571039|0.06056631|0.0016903961|0.094882675|0.13250875|-0.06356883|-0.09800618|-0.056438796|-0.06820955|0.014273537|0.16624707|-0.010912016|0.0237272|-0.04016631|-0.045414247|-0.0919567|0.05305173|0.02798643|-0.07157954|-0.10821679|-0.051135886|-0.01889145|-0.016581826|0.12609898|0.060182143|-0.037347894|0.103244506|0.00087850814|0.023518194|0.101191744|-0.048649162|-0.11252818|0.03695626|0.0042629037|0.1435371|-0.038706128|-0.11788202|-0.013009465|-0.032938123|0.07102984|0.0031419722|-0.120101914|-0.04022669|-0.15252492|-0.14657193|-0.07591313|0.094820164|0.13103524|-0.005894373|-0.036789935|-0.12897007|-0.040291782|-0.0030986564|-0.08747813|-0.019369788|0.0023523215|0.0019518931|-0.012722344|0.06676537|0.15356886|0.11049274|-0.14961115|-0.01485923|-0.1390445|-0.0014349666|0.04513074|-0.06773361|-0.015036388|0.077672996|0.07165672
1226;0.050026547|0.15569487|0.020875363|0.11090091|0.0041217455|0.015106865|0.010091466|-0.09882608|0.09426171|0.042479854|0.09304047|-0.05249272|-0.020692522|-0.09596607|-0.025184238|-0.042316206|0.08868325|-0.09433124|-0.07321437|-0.14482771|-0.018514805|0.025793413|0.090724744|0.022723252|0.015978757|0.07842606|-0.056150507|-0.015005678|0.09035885|0.022537446|-0.015178064|-0.029943764|-0.02478683|-0.039741833|-0.14485654|0.053433374|0.056272626|-0.031888895|-0.037641194|-0.10473531|0.11714207|0.12456081|0.047706928|0.10175312|0.04343912|0.09825114|-0.16664761|0.073788315|0.06707655|0.08212378|-0.116799615|-0.15149966|0.05661121|-0.00504584|-0.03093326|-0.06430382|0.114926234|-0.03957186|0.10364958|0.08218848|-0.0049704947|0.007923456|0.09627181|0.055957768|-0.017746989|0.08699168|-0.07077114|0.012683976|-0.024160653|0.0005379635|-0.11993424|-0.020714225|-0.02683215|0.06932272|0.08516283|-0.05997056|-0.16404787|0.04595814|-0.007194982|-0.038615946|0.17460504|0.020471768|-0.06784454|-0.067808405|-0.14000142|-0.046138763|-0.013154924|-0.04484529|0.04376744|-0.050839566|-0.016750937|0.04430716|0.15399432|-0.104482405|0.105660446|-0.13438457|-0.009965206|0.040686205|-0.04153828|0.042535618
1227;0.048888687|-0.1067963|0.035647094|0.03484803|0.022852369|-0.09378338|0.029086258|-0.051994447|-0.024800412|0.039577037|0.07716201|0.014539193|-0.038208254|-0.06944185|-0.031043883|0.022238124|-0.05297172|-0.016244106|0.0042732605|-0.005035609|-0.048174918|-0.10393517|0.02731083|-0.05273388|0.011096666|-0.087274864|0.02629407|-0.07269983|0.004485172|-0.13912183|-0.08886906|0.044025917|-0.048854962|0.07289137|0.04915427|-0.018311996|-0.042613614|0.041191675|-0.076563016|0.021316951|-0.16100508|0.03819496|-0.06406246|0.014361136|-0.010842272|0.07430437|0.024494553|-0.022226762|-0.06486477|-0.03436344|0.022422552|0.014685009|0.011722663|-0.098145954|0.05833836|-0.05055723|0.015822485|-0.0779496|-0.034460537|-0.01486119|-0.022447422|0.05262727|-0.048463047|-0.011550232|0.0072413227|-0.03618864|-0.04368856|-0.168222|-0.056547526|-0.08099543|0.011548482|-0.04175135|-0.05520027|0.018102651|-0.0076305503|0.07219122|-0.03751788|-0.03133676|0.03090803|0.05773661|0.04081437|-0.030814575|0.027407316|0.02989622|0.09440361|-0.05457994|0.12384802|0.02615791|0.04498301|-0.020951377|0.007233865|0.017413436|0.08850329|-0.017049685|-0.048320275|-0.04440884|0.025838092|0.02211254|0.029236|0.0033096576
1228;-0.09922949|-0.013810705|-0.10951674|0.032038704|0.006244172|0.015804369|0.04719962|0.11001812|0.05824872|-0.03535795|0.044010393|-0.07424959|0.059563063|0.0009109689|-0.082853824|0.032525424|-0.053576935|0.16823034|0.006918621|-0.02695367|0.028241802|-0.03212834|0.08539237|-0.092311025|0.06950749|0.009143998|-0.037573468|-0.1130698|-0.04190936|0.07491629|-0.06274342|0.0050736256|0.10468399|0.08638172|-0.032226365|-0.0062240353|0.06403747|-0.03828669|-0.074292615|0.20547435|0.05781596|0.03479007|0.067731604|0.003962001|-0.014592912|0.09530335|-0.02034648|-0.045078784|-0.020540152|-0.059418794|-0.09277003|0.047815353|-0.011256256|0.021765927|0.07173269|-0.04378738|0.10155846|0.0629756|0.07432745|0.0806459|0.030502316|0.112990856|-0.040390532|0.0659045|-0.060093805|0.036047976|-0.05060945|-0.061314117|-0.03265196|-0.0040023318|0.09597808|0.11341652|0.050653316|-0.059531156|0.0010847687|0.008089319|-0.08965768|0.088539876|-0.07586473|-0.11084978|0.045656342|-0.018529091|-0.009216154|0.015166474|0.033770673|-0.051973093|0.050542705|-0.031065617|0.012317385|-0.015166999|0.05021791|0.022639882|0.009211239|-0.08584794|-0.063433446|-0.042507652|0.057063185|-0.029210785|-0.03510947|-0.046821866
1229;-0.11687208|-0.025009079|-0.03796825|0.032395538|0.15427817|-0.05403174|0.05032053|-0.018656677|0.022013845|0.04012582|0.0028330511|-0.032881167|-0.04470839|-0.0730237|-0.10932539|-0.042578854|0.060325384|-0.07117085|0.0032271922|0.042571716|0.002572115|-0.0428611|-0.027495846|-0.0005956786|0.048067395|0.03684446|0.02640735|-0.035850454|-0.089471936|-0.024466723|-0.08583177|0.106910326|0.13874224|-0.08054446|0.16402972|0.042697232|-0.03889634|-0.1720648|-0.028387742|-0.040843002|0.02123309|-0.0827898|-0.029153096|0.026728388|-0.07070542|0.017991014|-0.029837903|-0.06406892|0.04200561|-0.130313|0.06184383|0.030281106|-0.08234096|0.06208403|0.061998006|0.051782675|0.056469213|-0.03908307|-0.030772237|-0.033953283|-0.014304537|0.029323857|-0.027802344|0.06210088|0.03423498|-0.044777963|0.06531584|-0.07334296|-0.007814704|0.11883617|-0.030751778|0.05026176|-0.027081126|-0.05091898|-0.048243817|0.04661005|-0.05586728|0.0039044747|0.0023729245|0.029044831|0.013611423|0.0047986545|0.055288814|-0.06474266|-0.047289055|-0.088338435|-0.028120767|-0.06523811|-0.104163945|-0.023144392|-0.036078326|-0.0077904984|0.083636686|-0.07796573|-0.019973196|0.086233504|0.0028801602|0.09110261|-0.026556691|-0.013006423
1230;0.026302945|0.026377369|-0.078305416|-0.0701897|-0.0944325|-0.08040012|0.023553995|0.04231335|0.14759089|0.020081108|-0.043897852|-0.010376164|0.037315454|-0.05381384|0.07616382|0.023777483|0.0026842777|-0.11678321|0.09619892|0.010381547|0.103840925|0.013454814|-0.019773051|0.042938348|-0.06236814|-0.05196093|0.08807481|0.05842758|0.017301599|-0.035074145|0.06700142|-0.072729304|0.026638698|-0.055264335|0.011565778|-0.017985094|-0.0863783|0.0034454155|-0.017783776|-0.048968844|0.051989812|-0.054340743|0.047602948|-0.012047772|-0.14812754|-0.013632116|-0.0061625177|-0.04500721|0.091194026|-0.06791318|-0.06748467|-0.014528852|-0.07356254|-0.012736662|0.03448175|0.06100851|-0.07969367|0.017815592|0.061420575|0.025103966|0.05630075|-0.05215197|0.012604171|0.06006549|0.05743105|0.016363293|-0.015694508|-0.004561148|-0.045645498|-0.07378099|0.067912735|0.014891785|-0.031070353|-0.006839419|-0.0425564|0.04608487|-0.049060088|0.06356635|0.027967263|0.04917583|-0.005769989|0.00041210532|-0.19634387|0.041747376|0.089122206|0.008271186|-0.046217684|0.13603319|0.07298064|0.021686457|-0.09273139|0.019357465|0.0670641|-0.15705915|-0.019008987|-0.0066092312|0.03508613|0.021515578|-0.033491753|0.05124144
1231;-0.067728564|0.04148859|0.13546954|-0.01566183|-0.043727893|-0.06455227|0.0033916428|0.010845538|0.12415786|-0.01559033|-0.004986965|-0.07439508|-0.020478068|-0.10628865|-0.0062991627|0.0248418|-0.08505734|0.043614518|-0.06135327|0.014776608|0.10986385|0.06176145|0.05098159|0.05724327|0.046672523|-0.07196504|0.03306156|-0.04650824|-0.028243205|-0.041299254|-0.0024522347|-0.009165866|-0.12367591|-0.050447833|0.1936151|0.018712688|0.041204292|0.034493897|0.0905496|-0.078826085|0.05438844|-0.023573231|-0.035745338|-0.018340746|-0.011946749|-0.07340725|0.0972335|0.09262723|-0.14258116|0.07792188|0.04590285|0.14515954|0.05304119|0.07297975|0.0520292|0.04495382|0.04250721|-0.0019293193|-0.05781849|-0.05477183|-0.050038576|0.07571701|0.06010104|-0.045124963|0.05207029|0.047011867|0.05705679|0.11879717|-0.029389607|0.0050436994|0.079923235|-0.042690627|0.117841974|0.06373356|0.040546168|0.032648973|-0.013993679|0.058658887|0.00117263|0.05739266|-0.20581675|-0.04478498|-0.03787831|-0.08031707|-0.036109094|0.030941866|0.0011768108|-0.11719139|-0.03573973|0.024464224|-0.05558066|-0.109363794|-0.03925368|-0.047195133|0.04388099|0.025617568|-0.041340295|-0.014232248|-0.112931505|-0.027102089
1232;0.013064916|0.2758518|-0.008138825|0.11776568|-0.19954824|-0.05595771|0.0009031099|0.08068943|-0.16492258|0.22005977|-0.41868538|0.07577875|0.1193939|0.08206494|0.006848735|0.021305837|-0.021868486|-0.082426906|0.3023832|0.109423675|-0.19914973|-0.14909543|0.32031703|-0.054808456|0.38855135|-0.06545277|0.036651324|0.010933722|-0.011909901|-0.117856905|0.009494522|0.08286509|-0.078595586|-0.0042757643|-0.053250615|0.108685575|-0.015805688|0.31694567|0.050422434|-0.032902107|0.03582647|0.1133992|-0.0022100962|-0.07946368|-0.09136342|-0.45049688|-0.28261155|0.21826021|-0.14353287|-0.020648371|-0.051988833|0.15343061|-0.054702118|-0.0803209|0.2597303|-0.21435969|-0.12865876|0.011463438|-0.02985977|-0.21526898|-0.035840046|0.06616228|0.4583166|0.3176558|0.1434729|0.2470125|0.053167786|0.1517033|-0.033365786|-0.1236419|0.08300168|0.087455645|-0.09331216|0.059596777|0.13374147|-0.15718724|-0.095427215|0.09452292|-0.23089083|0.05082984|0.10047819|-0.06431161|-0.1502551|0.10610345|0.22398727|0.12804559|0.09166774|0.14078225|-0.032155424|0.16806842|0.13864443|-0.0016611661|0.31356806|0.0652759|-0.097785406|0.13403058|0.08518443|-0.15012413|-0.12220115|0.51926416
1233;-0.028119322|-0.12217829|-0.08999471|-0.15168531|0.08251201|-0.03894323|0.13191861|0.007024081|0.023564072|-0.07496849|-0.13620828|0.032480635|0.14472628|0.12000803|-0.16329134|-0.06763334|-0.003602943|0.0039622984|-0.08497034|-0.07577506|0.012026058|0.06445419|-0.05165966|-0.053501744|0.030858584|-0.0893274|0.1299931|-0.026316538|0.009299899|-0.004044484|0.011974619|0.15909196|0.10704078|-0.0012909678|0.13371739|0.037526086|-0.10514734|0.0026385433|0.096638806|0.088992976|-0.03728285|-0.12734252|-0.099271975|0.0017345861|0.031821586|0.11239995|0.10427486|-0.015589155|-0.08422116|0.023251183|0.17889014|0.010988781|0.052719135|-0.18158902|-0.0028008178|-0.088110685|-0.106323905|-0.11432703|0.056720313|-0.0045459457|-0.19110712|0.006641755|0.0074345134|-0.038760964|0.060380414|0.009484776|0.0979881|0.032135762|-0.08635686|-0.009978238|-0.19815981|0.23523588|0.102203235|-0.014967387|-0.066278905|0.005532594|-0.13716047|0.022872962|0.023235109|-0.080134004|-0.2562266|0.043755464|0.10483914|0.047298927|-0.16256754|0.0683887|0.02571221|0.039158247|-0.17992069|0.06451614|0.20861873|0.007875854|-0.05718175|0.13540408|-0.03431373|-0.078600414|0.21948567|-0.29468846|0.19262147|-0.12205479
1234;0.033658665|-0.04105226|-0.041518427|0.04241692|-0.029676221|-0.0313363|0.051015113|0.009784941|0.022660483|0.018637244|0.004386019|0.029900018|0.044944305|0.012017775|-0.020725694|0.005167585|0.05320007|-0.028902613|0.056520198|-0.0052583776|0.006649386|0.043914597|0.0034957305|0.015943263|-0.055291712|-0.05180773|0.057558928|-0.006855026|0.0071665086|-0.036638364|-0.0027375184|-0.026741922|-0.023486882|0.030667324|0.01641034|-0.0058228783|-0.023342535|-0.01876982|-0.022549294|0.010270763|-0.031496905|0.02277394|-0.009164091|-0.032170266|0.009152126|-0.002418954|-0.038826518|0.022012252|0.0094224475|0.019408155|-0.01463614|0.055691432|-0.04581275|0.027319882|0.0053252243|-0.018142827|-0.011399809|-0.015370019|0.028060552|0.016598266|0.04674721|-0.037766315|0.047073636|-0.041901395|0.014748488|-0.0515852|0.04084718|0.05223393|0.02917352|-0.05051746|-0.021468077|-0.0009721592|0.025638651|0.03961773|0.0127873905|0.056906376|0.05414178|-0.016631112|0.034192283|-0.019237798|-0.053217154|0.056340847|-0.02330698|0.0077101476|0.0006653406|0.0041887537|0.024703901|-0.03885044|-0.03937796|-0.0048929974|0.022606138|0.003791608|-0.041734107|0.0022944026|-0.049006198|0.056954894|0.009055231|-0.007670995|-0.040931832|-0.02412248
1235;-0.03181061|0.0015588515|-0.026575867|-0.013761874|0.010650199|-0.00881993|-0.0051473975|-0.050340794|-0.050938316|0.034571264|0.0035601556|-0.030285131|-0.038370423|0.011955451|0.043533403|-0.04944237|-0.056841392|-0.0456501|-0.05335344|-0.030075664|0.02233493|0.053823117|0.025340933|0.010183539|-0.009642001|-0.04713358|0.025217269|-0.048650764|-0.0041811317|0.018634226|-0.0021183454|0.012609284|0.052014027|0.013765652|-0.002278272|0.023920428|0.0467201|-0.052438773|-0.048044674|-0.006145302|0.038062874|-0.011647761|0.034948643|-0.042607903|-0.020116106|-0.021050442|0.007111471|-0.05334352|0.035034236|0.037512455|-0.00870692|0.00911304|-0.034329884|0.055190172|-0.008648012|0.050922144|-0.05325679|-0.03574578|0.027796324|0.03152809|0.005692791|-0.034227103|-0.022864524|-0.015431374|-0.038852416|-0.034030393|0.042699505|0.010128383|-0.052555524|-0.043124884|-0.024591908|0.05501635|-0.037968546|-0.0014147535|-0.01913162|-0.055832338|0.014502581|-0.04080382|-0.01891338|0.039355006|-0.03476539|-0.040597495|-0.026688784|-0.018960997|0.004916195|-0.0076622106|0.037998114|0.00058096275|-0.044356067|0.03721598|-0.047060326|-0.040713444|-0.011641469|0.005764205|0.05775692|-0.05425518|-0.018114675|-0.0483493|0.012901191|-0.01980234
1236;0.07631479|-0.2156479|0.17917949|-0.19566165|0.22331311|0.13978586|0.2680778|-0.108008556|-0.15953052|0.07642289|-0.118080325|0.18067941|-0.21993926|-0.015582771|0.046206627|-0.18970074|0.09522361|0.10467135|-0.10210048|-0.10362774|0.14532593|0.10256408|-0.21399052|-0.01284157|0.109044224|0.10145141|-0.107425354|-0.23851798|0.14402242|-0.04524073|-0.017206222|-0.11659477|0.20476829|-0.12575091|-0.17156757|-0.14819856|-0.005250299|-0.081318066|0.031755883|0.12671576|-0.06644983|-0.28445825|-0.005219862|-0.056515995|0.011891565|0.10925217|0.1693796|-0.0742786|-0.13417953|0.16247316|-0.24517228|0.07928674|0.36092725|-0.3608649|-0.19080357|-0.005532272|-0.19536121|-0.108619|-0.1319889|0.0924589|0.08345554|0.14498639|0.0062921206|-0.040786862|-0.115940124|0.12095844|-0.025256261|0.030254366|0.109806746|0.062665135|-0.14897405|0.2460954|0.10007132|-0.18028814|-0.1103759|-0.0043827104|0.04160443|-0.41003156|-0.02380216|0.013911159|-0.20244871|-0.10928275|0.21063676|-0.02348947|-0.034283597|-0.09904722|-0.08098032|0.18094474|-0.09106554|-0.2126167|0.16864154|0.04466778|-0.041455686|-0.034791496|-0.09678|0.24450265|0.13115752|-0.083907746|0.07753812|-0.13319883
1237;-0.056785207|-0.1577425|-0.07650526|-0.115706876|0.18928047|-0.11428062|0.13427064|-0.048824746|0.19869795|0.12206948|-0.0428437|0.105098024|-0.2703121|-0.10382251|0.027579749|0.06607221|-0.269036|0.08965456|0.15154947|0.26512274|-0.21543747|0.17705925|0.003338806|-0.045253277|0.077504985|0.4364142|0.25683174|-0.056000844|0.16005231|0.14061573|0.12732333|0.09777506|0.24356768|-0.1642657|0.061657395|-0.04035727|-0.20698117|-0.13534799|0.06463726|0.012221949|0.11424887|-0.14327633|-0.15885265|0.08883745|-0.15386102|0.14386229|-0.03336055|0.14915077|0.049273316|-0.23134676|0.3718961|-0.09031251|0.387201|-0.18442817|0.27966392|0.1468146|-0.09619449|0.033332657|-0.16388196|-0.15503137|-0.27056363|-0.36487463|0.12157113|-0.027166171|0.087965906|-0.03750207|0.11851959|-0.21526667|0.075306505|-0.008159553|0.12247954|0.03274793|0.11127462|0.09843444|-0.13226281|0.17890452|-0.04992991|0.09441393|0.1622914|0.18216737|-0.13568759|0.21335262|0.0930906|-0.0014923514|-0.4134531|0.010963091|-0.08338027|-0.14165431|0.4492793|-0.08269827|0.51030314|0.054694787|0.029064089|0.057779826|0.020396173|-0.04822522|-0.20975737|0.09630419|0.065239266|0.07491499
1238;0.05133607|-0.121609524|-0.023653097|0.026573302|-0.02538608|-0.14589109|0.05371314|0.021567754|-0.0012415984|-0.056259386|-0.014415398|-0.038362984|-0.16663766|-0.08626509|0.11440348|-0.06919154|0.0660641|0.038849868|0.037223108|-0.0024747392|0.054567877|0.18252578|0.03318159|-0.0792143|-0.04937485|-0.041550495|-0.01714422|0.021056075|-0.0387501|0.15763451|-0.048194565|0.04583409|-0.031619802|0.075381964|-0.10291215|0.09237019|0.101681076|0.046198778|-0.017881596|-0.055656057|0.062975205|0.014883619|-0.0400318|-0.05483138|0.031467903|-0.06178409|-0.028839836|-0.05109476|0.060217608|0.024663689|-0.043269776|0.07208904|0.0749863|-0.047881983|-0.033116147|-0.034051992|-0.12430924|0.06005448|-0.065376915|0.013326701|0.01586118|0.04358461|-0.005349964|-0.11243246|-0.06894783|0.09558016|-0.15603867|-0.039251678|-0.15270989|-0.013053037|-0.04211895|-0.048890904|-0.0076853056|-0.0060179504|0.022320222|0.036342673|0.06942182|-0.0023665542|0.006803742|-0.052549288|-0.010894488|0.04151348|-0.07143679|0.018658303|0.006631964|0.027032895|0.06013422|0.039597876|0.040126763|-0.10286723|-0.044724017|0.028619207|-0.064938106|-0.02251474|0.059014216|-0.004594168|0.032045305|-0.083060615|-0.042945955|0.08357716
